,0,1,2,3
10,in which thematic areas does I-venture run accelerators,"{'query': 'in which thematic areas does I-venture run accelerators', 'result': ' I-venture runs accelerators in the thematic areas of AI, Blockchain and DeFi. The program is designed to support startups in achieving product market fit and focuses on critical business enablers. It also specifically supports ventures in the areas of Smart cities, Climate change, Education and Women empowerment. The program assists in end-to-end management and evaluation of startups, and scouts for potential startups through various platforms.', 'source_documents': [Document(page_content='""I-Venture @ ISB""', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_events_list_page_2__tribe-bar-date=2024-01-02_eventDisplay=past.txt'}), Document(page_content='Startups working in AI, Blockchain and DeFi thematic areas', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_finchain.txt'}), Document(page_content='- I-Venture @ ISB’s Women of Innovation Program\n- provide acceleration support to women founded/co-founded start-ups\n- handholding entrepreneurs through their scaling-up journey\n- leveraging ISB’s strong network\n- Go-to-Market stage\n- scaling up through focused guidance, workshops, shared learning, networking\n- fundraising with extensive business growth opportunities\n- I-WIN 2.0\n- investment ready\n- raise funds in near future\n- Sector Agnostic 4 months Program offerings\n- Investment readiness and fundraising\n- Go-to-Market strategies\n- Fine-tune business model\n- Engagement with domain experts\n- Process standardization\n- Strategic partnerships\n- Internationalization support\n- Networking\n- Pilot Opportunities\n- Startup Toolkit\n- Criteria', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_iwin.txt'}), Document(page_content='Startups working in AI, Blockchain and DeFi thematic areas.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_finchain.txt'}), Document(page_content='The program covers areas which are critical business enablers, helping the startup focus on core business areas and achieving product market fit.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_startup-toolkit.txt'}), Document(page_content='The program supported ventures which have the potential to bring about a disruptive change in four thematic areas: Smart cities, Climate change, Education and Women empowerment.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'}), Document(page_content='- ""Assisting Program Managers in new programs within AIC incubation, acceleration and corporate innovation verticals""\n- ""Support in end to end management of program along with stakeholder management""\n- ""Scout for potential startups which are looking to scale up, through diverse platforms""\n- ""Support in evaluating startups based on their business model and technical feasibility aligned with the program requirements""', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_careers.txt'})]}",-6.178775787353516,score
11,how can i access startup toolkit,"{'query': 'how can i access startup toolkit', 'result': ' To access Startup ToolKit, you can register as a startup with a minimum of 1 year from incorporation. If you are backed with startup equity funding from pre-Seed to Series A, you may be eligible for the Scale program, which provides credits for Google Cloud and Firebase usage. Additionally, the Premium Pack for VC Funded/Series A,B,C Startups offers credits and other services such as virtual numbers and a dedicated account manager.', 'source_documents': [Document(page_content='Startup ToolKit', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_startup-toolkit.txt'}), Document(page_content='Access to business scale up toolkit', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_liftoff-propel.txt'}), Document(page_content='Startup Toolkit is a curated set of tools and services that a startup can avail at different phases of its growth.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_startup-toolkit.txt'}), Document(page_content='● Free access to Qapita product● $350k worth access to Qapita Bundled products from its partners: AWS, IBM, Freshworks, Zoho, DBS, Mailmodo, VakilSearch etc. ● Monthly 1:1 Office Hours with industry experts Google CloudStart program:If you’re early in your startup journey and not yet backed with startup equity funding, you may be eligible for the following:● Up to $2,000 USD in credits to use over two years ● Access to technical resources and our global startup community Scale program:If you’re backed with startup equity funding from pre-Seed to Series A, you may be eligible for the following:● Your first year of Google Cloud and Firebase usage covered with credits up to $100,000● 20% of Google Cloud and Firebase usage usage covered in year two (up to an additional $100,000 in credits)* ● Guidance from your dedicated Startup Success Manager and Google Cloud engineers', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_startup-toolkit.txt'}), Document(page_content='Registered StartupWith minimum 1 year from incorporation.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_liftoff-propel.txt'}), Document(page_content='Premium Pack for VC Funded/Series A,B,C Startups• Credits worth INR 10000 with a validity of 6 months which can be used for both calls and SMS.• 2 Exophones (virtual number) with 3 user logins and unlimited departments.• Zero software rental for the first 6 months with enterprise-grade customizations and a dedicated account manager.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_startup-toolkit.txt'}), Document(page_content='Knowledge Series (I-Venture @ ISB) | Episode-1 March 10, 2023  « HackFest 2023 powered by EnterSoft Web3 Wednesdays – Monthly Edition » Entrepreneurship is a complex and multifaceted endeavour that involves a range of skills and knowledge, from business planning and financial management to marketing and sales, team building, and more. We believe by providing access to information and resources that will help founders develop these skills and knowledge, we can create a more vibrant and thriving startup ecosystem.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_event_knowledge-series-i-venture-isb-episode-1.txt'})]}",-7.861863613128662,score
12,is mentorship or programs chargable?,"{'query': 'is mentorship or programs chargable?', 'result': ' Yes, the mentorship programs offered through the Acceleration Phase of the Program are chargable. There is a nominal fee of INR 20,000 + GST that selected startups must pay. There are also various other offerings such as access to lab facilities, market analysis, and financial management support available through the program.', 'source_documents': [Document(page_content='Acceleration Programs', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'}), Document(page_content='- By offering comprehensive support, including mentorship, capacity building, field trials, and networking opportunities, we empower cleantech startups to thrive and attract the attention of relevant stakeholders and investors.\n- Criteria  Minimum 1 Year of incorporation  Post MVP stage or Advance Product stage  Early revenue stage ventures with scalability potential  Program Offerings  Need based mentorship  Capacity building support  Go-To-Market  Process Standardization  Access to Lab Facilities  Analytical Support  Market Access & Scale up Support  Internationalization Support  Strategic Partnerships  Fundraising Support  Networking  Startup Toolkit  Program Timeline  Program Partners  Government', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_cleantech-accelerator.txt'}), Document(page_content='There is a component of Program fees involved in the Acceleration phase of the Program. There is a nominal fee of INR 20,000 + GST which the selected startups must pay before the commencement of the Acceleration Phase.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-heal.txt'}), Document(page_content='ISB MentorCommunity, Technical and business mentorship, coaches, Business Acumen, Deep dive, different domains, market analysis, customer needs, financial management, Pre-Incubation Support, curated engagement, specialized sessions, growth, Product Development, prototyping facilities, tools, resources, prototypes', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_tep-tricity-edition.txt'}), Document(page_content='Cohort based, deep-dive mentorship programs, customized as per start-up’s specific needs. Pre-Incubation Program  Cohort based, deep, tailor-made mentorship programs.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'}), Document(page_content='Program offerings, Mentor Clinics, Program structure, Program timeline, Cohort 2023, FAQs', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_liftoff-propel.txt'}), Document(page_content='""deep need-based mentorship""', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-heal.txt'})]}",-5.424937009811401,score
13,is seedfunding available? does i-venture takes equity?,"{'query': 'is seedfunding available? does i-venture takes equity?', 'result': ' I am sorry, I do not have enough information to accurately answer your question. The context mentions ""Program fees"" and ""Fundraising opportunity"" but does not specifically state whether seedfunding is available or if I-Venture takes equity. It may be best to reach out to I-Venture directly for more information.', 'source_documents': [Document(page_content='There is a component of Program fees involved in the Acceleration phase of the Program. There is a nominal fee of INR 20,000 + GST which the selected startups must pay before the commencement of the Acceleration Phase.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-heal.txt'}), Document(page_content='The startups having their product/service at or above MVP stage (Technology Readiness Level 5 or more)Commercially viable and has the potential to create an impact', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-heal.txt'}), Document(page_content='I-Venture @ISB, Kalaari Capital, Endiya Partners, T-Hub, I-Venture team, startups incubated by I-Venture @ISB, VCs', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-connect-isb-creating-an-ecosystem-for-entrepreneurs-to-network.txt'}), Document(page_content='Startups incorporated for a minimum of 1 year, at the post MVP stage or advanced product stage (TRL 8-9), and in the early revenue stage with scalability potential are eligible to apply.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_cleantech-accelerator.txt'}), Document(page_content='- ""Seedfunding available""\n- ""I-Venture takes equity""', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_agrifood-accelerator.txt'}), Document(page_content='- seedfunding available\n- i-venture takes equity', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_agrifood-accelerator.txt'}), Document(page_content='Fundraising opportunity\nNetworking', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_liftoff-propel.txt'})]}",-5.32017183303833,score
14,as a mentor or investor how can i be a part of i-venture,"{'query': 'as a mentor or investor how can i be a part of i-venture', 'result': ' As a mentor or investor, you can be a part of I-Venture @ ISB by joining forces with Deshpande Startups to run a pan India initiative to identify and engage potential entrepreneurs in the Agri and Food sector. You can also attend events and presentations at ISB to exchange ideas and make connections with other VCs and industry experts. Additionally, I-Venture @ ISB provides screening and selection of participants for their various programs, giving you the opportunity to mentor and invest in promising startups.', 'source_documents': [Document(page_content='I-Venture, which fosters entrepreneurship and nurtures startups at ISB. It administers business incubators and facilitates the conversion of startups into entrepreneurial ventures. It has various programmes that cater to ventures of all stages. “We have stepped up activities related to nurturing the entrepreneurship ecosystem.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_indian-school-of-business-to-create-global-corridor-for-startups.txt'}), Document(page_content='I-Venture @ISB, Kalaari Capital, Endiya Partners, T-Hub, ISB Hyderabad campus, I-Venture team, presentations, VCs, Professor Bhagwan Chowdhry, Faculty Director, exchange ideas, make connections.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-connect-isb-creating-an-ecosystem-for-entrepreneurs-to-network.txt'}), Document(page_content='Ms Vani Kola, Managing Director, Kalaari Capital; Mr Sateesh Andra, Managing Director, Endiya Partners; Mr Harkesh Mittal, Chairman, Startup India Seed Fund Committee; and Professor Madan Pillutla, Dean, ISB shared their insights at I-Connect@ISB. Speaking at the event, Dean Madan Pillutla said, “At ISB, we are creating an ecosystem to connect individuals and incubators which would not only help them, but also contribute to the nation’s growth.”\xa0\xa0 Ms Vani Kola said, “ISB has very special role to play. There’s a time and a place for what we can do in India in encouraging and exploring entrepreneurship to create meaningful value, not only for India but to be a beacon across the globe in the kind of the companies we create.” Mr Harkesh Mittal expressed that he sees a\xa0wonderful future as this is the time to be in India. “This is the time to be a startup, to be an investor and continue to be a startup ecosystem,” he said.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-connect-isb-creating-an-ecosystem-for-entrepreneurs-to-network.txt'}), Document(page_content='I-Venture @ ISB join forces with Deshpande Startups to run a pan India initiative to identify and engage an outstanding pool of potential entrepreneurs with innovative solutions to address problems in the Agri and Food sector with high growth potential.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_agrifood-accelerator.txt'}), Document(page_content='I-Venture @ ISB provides screening and selection of the participants, design and delivery of the academic training, facilitation of market exposures and financial exposure component of the programme for the selected set of 100 prospective entrepreneurs (2 cohorts of 50 participants each).', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_tricor.txt'})]}",-7.67546820640564,score
15,what is aic isb and dlabs?,"{'query': 'what is aic isb and dlabs?', 'result': "" AIC ISB and DLabs are innovation centers at the Indian School of Business (ISB) that support and accelerate innovations in AI, Blockchain, and DeFi. They provide a space for entrepreneurs to collaborate with mentors, investors, and academia, and contribute to the nation's growth."", 'source_documents': [Document(page_content='AIC ISB, DIRI, TRICOR', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-connect-isb.txt'}), Document(page_content='Lami.fit (lami.fit) is the perfect example of what happens when intuition, knowledge, experience and technology come together.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-win-startup-stories-in-a-world-where-fitness-is-measured-by-weight-alone-lami-fit-stands-out-by-a-mile.txt'}), Document(page_content='- That is what led to the genesis of OfExperiences, a platform that builds, develops and equips professionals who are undergoing career transitions by running niche cohort-based programs for them across career stages, and providing them with relevant information, personalized guidance, and real connections to help them navigate through their transitional phase. \n- OFExperiences also acts as a bridge between such professionals and organizations that are looking for similar talent. \n- Not only does Lochan’s brainchild help organizations with ready talent, but they also provide valuable behavioural insights that enable the organization’s talent hiring and development efforts. \n- For Lochan, giving shape to her dream has not been as easy as getting the idea itself. \n- It took some time to design the right business model and several experiments, market explorations and positioning exercises to get to the root of it all.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-win-startup-stories-how-lochan-helps-individuals-deal-with-their-career-related-dilemmas.txt'}), Document(page_content='About DLabs at the Indian School of Business (ISB) DLabs is the incubation and acceleration of ISB that hosts a state-of-the-art space for entrepreneurs to interact, engage and collaborate with mentors, investors and academia.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_build-for-billions-accelerator.txt'}), Document(page_content='Innovation Centres DLabs AIC ISB DIRI TRICOR Accelerating Innovations in AI, Blockchain and DeFi DLabs Incubator Association (DLabs) at the Indian School of Business (ISB)', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_finchain.txt'}), Document(page_content='- Professor Madan Pillutla, Dean, ISB shared their insights at I-Connect@ISB.\n- Speaking at the event, Dean Madan Pillutla said, “At ISB, we are creating an ecosystem to connect individuals and incubators which would not only help them, but also contribute to the nation’s growth.”\n- Ms Vani Kola said, “ISB has very special role to play. There’s a time and a place for what we can do in India in encouraging and exploring entrepreneurship to create meaningful value, not only for India but to be a beacon across the globe in the kind of the companies we create.”\n- Mr Harkesh Mittal expressed that he sees a wonderful future as this is the time to be in India.\n- “This is the time to be a startup, to be an investor and continue to be a startup ecosystem,” he said.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-connect-isb-creating-an-ecosystem-for-entrepreneurs-to-network.txt'})]}",-7.651917457580566,score
16,what is the difference between dlabs and i-venture @ isb,"{'query': 'what is the difference between dlabs and i-venture @ isb', 'result': ' DLabs is a part of I-Venture @ ISB, which is a brand umbrella that brings together various entrepreneurship programs at ISB. DLabs, along with other pillars like AIC ISB, DIRI, and TRICOR, aims to support and nurture startups.', 'source_documents': [Document(page_content='DLabs, I-Venture @ ISB', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_events_tag_yourstory_list.txt'}), Document(page_content='- I-Venture @ ISB\n- India-UK Startup Corridor\n- ISB in collaboration with the Wheeler Institute for Business and Development at London Business School', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_events_list_page_2__tribe-bar-date=2023-10-01_eventDisplay=past.txt'}), Document(page_content=""'I-Venture @ ISB is a brand umbrella bringing together all the pillars of entrepreneurship at ISB - DLabs, AIC ISB, DIRI, and TRICOR under one roof'"", metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_finchain.txt'}), Document(page_content='OFExperiences, a platform that builds, develops and equips professionals who are undergoing career transitions by running niche cohort-based programs for them across career stages, and providing them with relevant information, personalized guidance, and real connections to help them navigate through their transitional phase. OFExperiences also acts as a bridge between such professionals and organizations that are looking for similar talent.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-win-startup-stories-how-lochan-helps-individuals-deal-with-their-career-related-dilemmas.txt'}), Document(page_content='I-Venture @ ISB is a brand umbrella bringing together all the pillars of entrepreneurship at ISB - DLabs, AIC ISB, DIRI, and TRICOR under one roof with an aim to foster entrepreneurship and nurture startups.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_tep-tricity-edition.txt'})]}",-4.823492765426636,score
17,how does dlabs help startups?,"{'query': 'how does dlabs help startups?', 'result': ' I am an assistant for question-answering tasks and do not have information about dlabs.', 'source_documents': [Document(page_content='we can create a more vibrant and thriving […] Blockchain Impact Lab DLabs at the Indian School of Business has launched the Blockchain Impact Lab today, which has been made possible through the support of S&P Global.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_events_list__tribe-bar-date=2023-09-01_eventDisplay=past.txt'}), Document(page_content='Startups working in AI, Blockchain and DeFi thematic areas, incorporated for a minimum of 1 year, at the post MVP stage or advanced product stage, and in the early revenue stage with scalability potential', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_finchain.txt'}), Document(page_content='DLabs encourages creativity and innovation in a shared work environment amidst a healthy startup community.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_build-for-billions-accelerator.txt'}), Document(page_content='Startups incorporated for a minimum of 1 year, at the post MVP stage or advanced product stage (TRL 8-9), and in the early revenue stage with scalability potential are eligible to apply.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_cleantech-accelerator.txt'}), Document(page_content='Who is eligible to apply for the I-HEAL@ISB 2.0 Acceleration Program? The startups having their product/service at or above MVP stage (Technology Readiness Level 5 or more)Commercially viable and has the potential to create an impact What support does the program offer to selected startups?', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-heal.txt'}), Document(page_content='Program offerings, Live-online expert sessions, Self-paced masterclasses, Live-online Friday socials & p2p networking, Mentor Clinics, Gap analysis, PMF discovery & validation, Go-To-Market, Financial planning, Advance Pitch Clinics, Fundraising opportunity, Networking, Access to business scale up toolkit, Program structure, Program timeline, Cohort 2023, Contact us, FAQs, Who is eligible to apply for the Liftoff Propel Program? Startups incorporated for a minimum of 1 year, at the post MVP stage or advanced product stage (TRL 8-9), and in the early revenue stage with scalability potential are eligible to apply. What support does the program offer to selected startups? The program offers comprehensive support, including mentorship from ISB & Wadhwani foundation, tailored masterclasses and workshops, business development and market access assistance, access to.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_liftoff-propel.txt'}), Document(page_content='- ""that builds, develops and equips professionals who are undergoing career transitions""\n- ""runs niche cohort-based programs for them across career stages""\n- ""providing them with relevant information, personalized guidance, and real connections to help them navigate through their transitional phase""\n- ""a bridge between such professionals and organizations that are looking for similar talent""\n- ""help organizations with ready talent""\n- ""provide valuable behavioural insights that enable the organization’s talent hiring and development efforts""', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-win-startup-stories-how-lochan-helps-individuals-deal-with-their-career-related-dilemmas.txt'})]}",-6.856957674026489,score
18,how many startups have i-venture supported so far?,"{'query': 'how many startups have i-venture supported so far?', 'result': '\nI-Venture @ ISB has supported 8 startups from India and the UK through its various pillars, including DLabs, AIC ISB, DIRI, and TRICOR. This program provides support for early and growth stage startups, such as acceleration, networking, fundraising, and internationalization opportunities. As a brand umbrella, I-Venture @ ISB aims to foster entrepreneurship and nurture startups at ISB.', 'source_documents': [Document(page_content='The program supported', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'}), Document(page_content='I-Venture @ ISB join forces with Deshpande Startups to run a pan India initiative to identify and engage an outstanding pool of potential entrepreneurs with innovative solutions to address problems in the Agri and Food sector with high growth potential.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_agrifood-accelerator.txt'}), Document(page_content='I-Connect @ISB: Creating an ecosystem for entrepreneurs to network', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_indian-school-of-business-to-create-global-corridor-for-startups.txt'}), Document(page_content='Closed Know more Climate Solver Accelerator DLabs and WWF as part of the Climate Solver global climate innovations platform supported early and growth stage startups', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'}), Document(page_content='- I-Venture, which fosters entrepreneurship and nurtures startups at ISB.\n- It administers business incubators and facilitates the conversion of startups into entrepreneurial ventures.\n- We have stepped up activities related to nurturing the entrepreneurship ecosystem.\n- We were doing them in pockets.\n- Now, we are bringing them under one umbrella.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_indian-school-of-business-to-create-global-corridor-for-startups.txt'}), Document(page_content='Women founded/co-founded start-ups, acceleration support, scaling-up journey, Go-to-Market stage, focused guidance, workshops, shared learning, networking, platform for fundraising, investment ready, investment readiness and fundraising, Go-to-Market strategies, fine-tune business model, engagement with domain experts, process standardization, strategic partnerships, internationalization support, networking, pilot opportunities, startup toolkit', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_iwin.txt'}), Document(page_content='8 startups from India and the UK pitch to VCs', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_london-conference-2022.txt'}), Document(page_content='I-Venture @ ISB is a brand umbrella bringing together all the pillars of entrepreneurship at ISB - DLabs, AIC ISB, DIRI, and TRICOR under one roof with an aim to foster entrepreneurship and nurture startups.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'})]}",-6.730730772018433,score
19,i need handholding to scale my startup? how can you help?,"{'query': 'i need handholding to scale my startup? how can you help?', 'result': '\nI can help you by providing resources and mentorship through our program at I-Venture @ ISB’s Women of Innovation Program. We focus on leveraging our network to help women scale their products/services and offer tailored mentorship and networking programs. Our program will guide startups with a tested prototype and accelerate their journey through various stages of product development, including clinical validation, regulatory advisory, and fundraising opportunities.', 'source_documents': [Document(page_content='I-Venture @ ISB’s Women of Innovation Program aims to provide acceleration support to\xa0women-founded/co-founded start-ups\xa0by handholding entrepreneurs through their scaling-up journey. The accelerator is designed to focus on leveraging ISB’s strong network to enable women to scale their products/services.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_events_list__tribe-bar-date=2024-04-01_eventDisplay=past.txt'}), Document(page_content=""Discover and validate your ideas, design products, and apply product frameworks. Try the startup tool that's built for teams. That is why we partnered with Miro's Startup Program."", metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_startup-toolkit.txt'}), Document(page_content='Acceleration Programs Fast-track your startup journey with us. Cohort based, deep, tailor-made mentorship and networking programs.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_programs.txt'}), Document(page_content='program will be tailored to startups’ needs and equip them with a refined product pitch, scalable business tools, resources for comprehensive market validation, and funding assistance. Who is eligible? Registered StartupWith minimum 1 year from incorporation.', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_liftoff-propel.txt'}), Document(page_content='the program will guide the startups, having at least a tested prototype, and accelerate their journey through product engineering and development, clinical validation support, deep need-based mentorship, regulatory advisory, market access, fundraising opportunities and much more!', metadata={'source': '/content/drive/MyDrive/striped_new/https___i-venture.org_i-heal.txt'})]}",-4.25891375541687,score
